id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
28230,0.232,0.778,0.260,0.898,0.150,0.604,0.692,0.884,0.154,0.953,14.860
28231,0.058,0.949,0.062,0.907,0.550,0.297,0.933,0.101,0.813,0.397,18.442
28232,0.390,0.980,0.600,0.684,0.935,0.193,0.091,0.995,0.008,0.846,20.893
28233,0.952,0.340,0.485,0.495,0.306,0.916,0.048,0.797,0.471,0.755,15.999
28234,0.414,0.694,0.945,0.818,0.206,0.006,0.951,0.147,0.297,0.104,20.564
28235,0.969,0.143,0.555,0.474,0.326,0.539,0.498,0.736,0.347,0.579,11.921
28236,0.515,0.665,0.270,0.961,0.845,0.999,0.953,0.010,0.959,0.021,22.159
28237,0.928,0.478,0.775,0.708,0.809,0.621,0.018,0.469,0.338,0.728,21.457
28238,0.992,0.928,0.121,0.212,0.207,0.215,0.060,0.012,0.352,0.837,9.615
28239,0.333,0.639,0.555,0.603,0.400,0.871,0.626,0.974,0.811,0.225,14.985
28240,0.894,0.845,0.992,0.289,0.393,0.362,0.505,0.060,0.534,0.860,16.967
28241,0.399,0.897,0.633,0.980,0.559,0.916,0.533,0.048,0.713,0.983,22.650
28242,0.752,0.711,0.732,0.660,0.138,0.914,0.621,0.430,0.051,0.070,19.128
28243,0.539,0.877,0.605,0.313,0.621,0.613,0.541,0.662,0.874,0.081,15.455
28244,0.367,0.720,0.557,0.889,0.528,0.083,0.685,0.085,0.956,0.582,17.622
28245,0.556,0.367,0.592,0.511,0.374,0.056,0.944,0.838,0.683,0.674,13.024
28246,0.718,0.223,0.282,0.816,0.676,0.075,0.971,0.604,0.585,0.144,17.630
28247,0.060,0.593,0.641,0.354,0.337,0.281,0.071,0.860,0.601,0.353,9.006
28248,0.508,0.129,0.559,0.610,0.680,0.218,0.095,0.700,0.013,0.634,10.549
28249,0.247,0.787,0.449,0.323,0.403,0.699,0.054,0.421,0.141,0.698,10.079
28250,0.198,0.883,0.968,0.924,0.506,0.062,0.429,0.021,0.531,0.906,21.577
28251,0.962,0.905,0.743,0.426,0.100,0.063,0.419,0.137,0.359,0.641,8.803
28252,0.208,0.179,0.783,0.368,0.511,0.571,0.164,0.805,0.159,0.496,8.873
28253,0.778,0.849,0.709,0.310,0.663,0.727,0.522,0.978,0.572,0.080,16.701
28254,0.378,0.058,0.277,0.372,0.072,0.085,0.719,0.966,0.753,0.202,5.057
28255,0.525,0.928,0.627,0.681,0.102,0.243,0.941,0.528,0.643,0.841,18.579
28256,0.616,0.122,0.183,0.612,0.633,0.165,0.070,0.032,0.937,0.680,14.728
28257,0.106,0.206,0.269,0.688,0.825,0.184,0.825,0.283,0.416,0.624,13.127
28258,0.953,0.464,0.035,0.199,0.004,0.164,0.660,0.438,0.287,0.995,17.481
28259,0.305,0.968,0.695,0.217,0.196,0.768,0.848,0.057,0.825,0.203,12.189
28260,0.910,0.982,0.067,0.786,0.753,0.506,0.708,0.233,0.162,0.788,16.989
28261,0.469,0.571,0.814,0.755,0.283,0.927,0.767,0.491,0.183,0.799,17.487
28262,0.513,0.584,0.615,0.553,0.233,0.338,0.544,0.813,0.502,0.327,16.351
28263,0.511,0.336,0.619,0.035,0.658,0.460,0.046,0.999,0.463,0.499,10.129
28264,0.866,0.526,0.964,0.251,0.246,0.551,0.520,0.215,0.432,0.628,18.995
28265,0.396,0.244,0.301,0.125,0.328,0.589,0.127,0.036,0.018,0.086,6.990
28266,0.130,0.839,0.072,0.234,0.022,0.491,0.062,0.877,0.632,0.915,10.413
28267,0.842,0.609,0.100,0.283,0.082,0.002,0.105,0.821,0.170,0.683,16.992
28268,0.435,0.668,0.006,0.550,0.364,0.865,0.192,0.703,0.039,0.657,19.767
28269,0.692,0.350,0.811,0.857,0.856,0.319,0.818,0.516,0.219,0.085,22.954
28270,0.825,0.071,0.623,0.142,0.357,0.789,0.417,0.813,0.056,0.357,7.248
28271,0.483,0.811,0.400,0.527,0.564,0.582,0.668,0.540,0.164,0.295,17.407
28272,0.439,0.461,0.952,0.014,0.891,0.523,0.438,0.280,0.889,0.990,14.230
28273,0.273,0.354,0.356,0.461,0.282,0.452,0.136,0.403,0.285,0.720,7.938
28274,0.944,0.308,0.173,0.365,0.068,0.107,0.764,0.456,0.806,0.617,12.466
28275,0.473,0.329,0.648,0.466,0.982,0.201,0.286,0.897,0.472,0.298,14.678
28276,0.279,0.696,0.509,0.565,0.923,0.405,0.216,0.617,0.144,0.708,14.894
28277,0.290,0.958,0.498,0.662,0.956,0.089,0.295,0.734,0.195,0.146,18.838
28278,0.292,0.181,0.171,0.444,0.798,0.154,0.615,0.897,0.350,0.485,12.282
28279,0.888,0.173,0.893,0.281,0.675,0.619,0.926,0.100,0.465,0.533,12.719
28280,0.859,0.666,0.283,0.756,0.085,0.733,0.199,0.181,0.382,0.668,20.381
28281,0.565,0.038,0.335,0.704,0.695,0.829,0.319,0.599,0.295,0.804,10.299
28282,0.697,0.914,0.531,0.675,0.383,0.674,0.632,0.129,0.791,0.747,16.876
28283,0.837,0.131,0.865,0.060,0.206,0.367,0.418,0.992,0.004,0.296,9.848
28284,0.092,0.890,0.044,0.659,0.557,0.906,0.392,0.279,0.452,0.345,15.764
28285,0.626,0.300,0.919,0.845,0.945,0.410,0.943,0.582,0.985,0.845,23.716
28286,0.549,0.634,0.366,0.565,0.746,0.128,0.796,0.362,0.399,0.735,18.670
28287,0.439,0.134,0.963,0.282,0.881,0.176,0.980,0.349,0.641,0.339,14.144
28288,0.459,0.842,0.516,0.148,0.277,0.068,0.815,0.652,0.783,0.648,11.533
28289,0.708,0.914,0.281,0.699,0.691,0.696,0.992,0.470,0.119,0.211,19.829
28290,0.268,0.659,0.938,0.391,0.736,0.362,0.662,0.581,0.426,0.371,17.844
28291,0.781,0.724,0.306,0.291,0.136,0.647,0.440,0.989,0.623,0.989,12.326
28292,0.428,0.225,0.587,0.986,0.721,0.159,0.293,0.256,0.538,0.419,17.083
28293,0.594,0.574,0.923,0.565,0.903,0.156,0.939,0.398,0.240,0.756,22.517
28294,0.147,0.855,0.769,0.050,0.749,0.440,0.136,0.128,0.598,0.717,11.378
28295,0.928,0.029,0.174,0.979,0.340,0.607,0.267,0.205,0.596,0.331,13.428
28296,0.936,0.362,0.734,0.515,0.239,0.545,0.836,0.973,0.620,0.060,17.551
28297,0.049,0.672,0.662,0.216,0.516,0.944,0.169,0.756,0.742,0.462,7.036
28298,0.170,0.708,0.126,0.721,0.295,0.218,0.783,0.686,0.842,0.781,15.378
28299,0.178,0.418,0.174,0.077,0.257,0.506,0.569,0.285,0.783,0.930,6.781
28300,0.604,0.354,0.794,0.930,0.058,0.656,0.373,0.300,0.329,0.503,18.988
28301,0.482,0.822,0.430,0.696,0.901,0.497,0.828,0.521,0.877,0.813,22.873
28302,0.207,0.043,0.016,0.636,0.696,0.745,0.417,0.079,0.295,0.811,13.941
28303,0.755,0.925,0.680,0.422,0.884,0.505,0.420,0.590,0.297,0.423,17.216
28304,0.657,0.439,0.125,0.967,0.747,0.926,0.344,0.517,0.594,0.851,22.964
28305,0.357,0.926,0.210,0.993,0.923,0.709,0.263,0.867,0.221,0.015,24.644
28306,0.332,0.661,0.164,0.647,0.469,0.898,0.594,0.496,0.992,0.821,17.484
28307,0.342,0.219,0.031,0.206,0.115,0.538,0.201,0.408,0.451,0.467,9.454
28308,0.544,0.961,0.040,0.335,0.146,0.901,0.825,0.506,0.928,0.812,18.155
28309,0.317,0.737,0.326,0.623,0.047,0.191,0.629,0.286,0.725,0.851,14.032
28310,0.490,0.834,0.351,0.945,0.796,0.152,0.078,0.288,0.282,0.205,24.757
28311,0.914,0.177,0.044,0.265,0.280,0.225,0.228,0.887,0.918,0.250,12.215
28312,0.089,0.683,0.179,0.171,0.992,0.334,0.553,0.584,0.790,0.905,11.240
28313,0.443,0.644,0.052,0.503,0.971,0.074,0.872,0.416,0.377,0.417,22.131
28314,0.798,0.624,0.129,0.057,0.869,0.186,0.922,0.249,0.872,0.919,17.922
28315,0.109,0.739,0.025,0.750,0.601,0.418,0.983,0.474,0.307,0.658,15.979
28316,0.552,0.630,0.918,0.200,0.405,0.319,0.495,0.539,0.805,0.085,17.995
28317,0.310,0.537,0.424,0.342,0.592,0.503,0.578,0.300,0.491,0.579,11.086
28318,0.613,0.605,0.939,0.492,0.075,0.865,0.770,0.214,0.858,0.910,16.692
28319,0.413,0.384,0.457,0.330,0.746,0.123,0.540,0.292,0.190,0.988,13.283
28320,0.798,0.667,0.853,0.775,0.023,0.895,0.814,0.923,0.662,0.687,20.966
28321,0.437,0.038,0.457,0.440,0.913,0.221,0.879,0.483,0.882,0.433,9.868
28322,0.906,0.401,0.941,0.745,0.830,0.139,0.677,0.101,0.443,0.035,23.331
28323,0.538,0.116,0.416,0.907,0.486,0.749,0.191,0.804,0.409,0.348,13.858
28324,0.764,0.622,0.532,0.945,0.329,0.787,0.116,0.862,0.985,0.526,22.566
28325,0.818,0.008,0.996,0.608,0.350,0.148,0.815,0.668,0.442,0.466,11.874
28326,0.098,0.761,0.448,0.885,0.924,0.380,0.820,0.733,0.954,0.834,15.394
28327,0.316,0.198,0.631,0.695,0.676,0.858,0.445,0.350,0.752,0.692,10.975
28328,0.406,0.083,0.184,0.627,0.662,0.200,0.316,0.732,0.639,0.125,12.188
28329,0.874,0.065,0.869,0.278,0.626,0.466,0.380,0.161,0.711,0.475,10.668
28330,0.575,0.904,0.690,0.806,0.669,0.654,0.179,0.997,0.005,0.001,21.334
28331,0.610,0.959,0.108,0.923,0.590,0.033,0.499,0.860,0.035,0.133,24.604
28332,0.227,0.151,0.531,0.351,0.084,0.039,0.872,0.188,0.386,0.017,5.776
28333,0.712,0.388,0.246,0.691,0.041,0.793,0.485,0.922,0.189,0.596,16.866
28334,0.488,0.150,0.350,0.666,0.398,0.038,0.163,0.037,0.102,0.972,11.797
28335,0.250,0.876,0.341,0.722,0.883,0.594,0.069,0.166,0.796,0.370,18.141
28336,0.093,0.273,0.270,0.275,0.277,0.886,0.846,0.953,0.876,0.466,7.489
28337,0.499,0.998,0.858,0.892,0.025,0.919,0.261,0.488,0.639,0.170,24.039
28338,0.644,0.516,0.705,0.091,0.108,0.820,0.208,0.454,0.145,0.186,11.411
28339,0.979,0.464,0.387,0.576,0.172,0.850,0.712,0.201,0.351,0.701,18.067
28340,0.803,0.966,0.003,0.106,0.077,0.327,0.203,0.544,0.266,0.148,12.214
28341,0.742,0.811,0.977,0.773,0.143,0.417,0.382,0.153,0.592,0.685,24.020
28342,0.666,0.512,0.465,0.342,0.808,0.307,0.305,0.163,0.055,0.080,16.279
28343,1.000,0.261,0.749,0.388,0.557,0.078,0.684,0.328,0.844,0.549,16.517
28344,0.567,0.775,0.229,0.374,0.560,0.540,0.004,0.391,0.967,0.139,18.569
28345,0.989,0.701,0.902,0.253,0.954,0.321,0.086,0.889,0.855,0.858,19.771
28346,0.115,0.380,0.529,0.271,0.082,0.059,0.832,0.976,0.393,0.775,2.565
28347,0.928,0.520,0.205,0.163,0.391,0.894,0.674,0.341,0.853,0.318,14.894
28348,0.775,0.081,0.244,0.299,0.379,0.379,0.640,0.388,0.776,0.334,10.229
28349,0.412,0.096,0.423,0.267,0.816,0.455,0.202,0.769,0.544,0.773,8.559
28350,0.247,0.251,0.642,0.609,0.747,0.736,0.438,0.340,0.592,0.546,11.392
28351,0.867,0.953,0.842,0.697,0.555,0.519,0.560,0.928,0.498,0.613,17.294
28352,0.793,0.875,0.935,0.767,0.743,0.136,0.911,0.839,0.359,0.564,23.578
28353,0.728,0.119,0.013,0.688,0.028,0.881,0.200,0.860,0.327,0.103,14.145
28354,0.726,0.105,0.484,0.124,0.513,0.289,0.622,0.034,0.130,0.553,4.910
28355,0.821,0.637,0.092,0.294,0.063,0.607,0.380,0.527,0.235,0.482,15.805
28356,0.983,0.731,0.467,0.905,0.244,0.836,0.383,0.249,0.202,0.044,19.430
28357,0.742,0.297,0.816,0.376,0.303,0.802,0.414,0.408,0.930,0.723,14.437
28358,0.300,0.043,0.179,0.090,0.929,0.287,0.852,0.579,0.698,0.711,10.385
28359,0.399,0.427,0.309,0.508,0.368,0.695,0.798,0.982,0.409,0.135,13.563
28360,0.849,0.362,0.650,0.273,0.307,0.437,0.990,0.811,0.448,0.539,12.004
28361,0.833,0.896,0.502,0.882,0.409,0.644,0.125,0.858,0.233,0.216,17.911
28362,0.318,0.562,0.399,0.781,0.031,0.233,0.278,0.019,0.316,0.132,14.105
28363,0.507,0.810,0.612,0.026,0.434,0.364,0.088,0.686,0.219,0.519,13.920
28364,0.830,0.759,0.046,0.898,0.477,0.175,0.886,0.285,0.713,0.022,25.081
28365,0.530,0.898,0.593,0.392,0.373,0.782,0.917,0.158,0.883,0.732,16.164
28366,0.016,0.323,0.760,0.750,0.561,0.009,0.548,0.381,0.277,0.779,11.432
28367,0.661,0.070,0.714,0.839,0.697,0.930,0.146,0.093,0.507,0.825,15.532
28368,0.567,0.598,0.831,0.109,0.128,0.444,0.576,0.083,0.893,0.505,12.168
28369,0.532,0.966,0.330,0.418,0.104,0.323,0.842,0.404,0.144,0.974,16.133
28370,0.677,0.154,0.329,0.215,0.501,0.214,0.236,0.766,0.664,0.257,9.180
28371,0.649,0.022,0.804,0.721,0.879,0.762,0.493,0.586,0.330,0.346,13.122
28372,0.179,0.741,0.750,0.298,0.679,0.956,0.735,0.396,0.466,0.179,13.520
28373,0.018,0.715,0.645,0.791,0.884,0.391,0.216,0.603,0.389,0.957,11.052
28374,0.495,0.623,0.067,0.643,0.726,0.619,0.124,0.656,0.622,0.952,23.072
28375,0.370,0.474,0.797,0.639,0.043,0.187,0.161,0.894,0.673,0.349,14.885
28376,0.047,0.548,0.762,0.998,0.763,0.427,0.684,0.333,0.354,0.158,15.995
28377,0.880,0.759,0.520,0.013,0.599,0.929,0.275,0.943,0.372,0.551,11.951
28378,0.750,0.768,0.483,0.128,0.919,0.804,0.195,0.411,0.014,0.404,14.681
28379,0.361,0.916,0.302,0.797,0.421,0.488,0.131,0.857,0.476,0.600,20.022
28380,0.830,0.200,0.674,0.472,0.111,0.153,0.340,0.501,0.395,0.067,10.517
28381,0.417,0.920,0.752,0.799,0.348,0.110,0.107,0.870,0.297,0.981,21.443
28382,0.827,0.706,0.465,0.985,0.998,0.598,0.526,0.801,0.744,0.116,23.289
28383,0.668,0.960,0.002,0.342,0.360,0.335,0.044,0.149,0.719,0.469,20.001
28384,0.847,0.767,0.571,0.766,0.177,0.191,0.595,0.956,0.872,0.174,16.608
28385,0.971,0.392,0.880,0.012,0.869,0.345,0.945,0.201,0.079,0.910,16.884
28386,0.256,0.367,0.520,0.860,0.361,0.756,0.823,0.239,0.159,0.911,13.016
28387,0.710,0.058,0.167,0.274,0.145,0.442,0.423,0.737,0.405,0.232,6.822
28388,0.388,0.386,0.984,0.510,0.311,0.055,0.172,0.840,0.800,0.801,16.510
28389,0.143,0.503,0.838,0.882,0.031,0.750,0.219,0.455,0.175,0.022,12.921
28390,0.125,0.302,0.493,0.088,0.044,0.916,0.090,0.061,0.453,0.334,3.479
28391,0.345,0.214,0.559,0.504,0.705,0.784,0.694,0.804,0.588,0.844,11.614
28392,0.591,0.952,0.707,0.530,0.770,0.929,0.840,0.550,0.607,0.775,18.964
28393,0.049,0.194,0.636,0.059,0.797,0.202,0.434,0.372,0.775,0.163,6.867
28394,0.043,0.354,0.409,0.581,0.421,0.220,0.022,0.165,0.668,0.506,10.990
28395,0.388,0.419,0.169,0.388,0.843,0.018,0.040,0.829,0.188,0.313,14.320
28396,0.196,0.240,0.155,0.245,0.306,0.759,0.092,0.438,0.651,0.210,8.074
28397,0.714,0.419,0.203,0.897,0.700,0.289,0.133,0.344,0.074,0.665,20.757
28398,0.854,0.624,0.553,0.393,0.943,0.550,0.325,0.374,0.568,0.204,19.672
28399,0.263,0.060,0.262,0.696,0.068,0.842,0.005,0.554,0.087,0.129,9.906
28400,0.473,0.894,0.114,0.136,0.301,0.970,0.476,0.865,0.284,0.453,15.510
28401,0.841,0.685,0.702,0.742,0.571,0.759,0.072,0.687,0.795,0.991,20.244
28402,0.630,0.936,0.695,0.787,0.224,0.876,0.086,0.800,0.219,0.422,18.010
28403,0.318,0.019,0.307,0.440,0.784,0.858,0.523,0.140,0.464,0.318,9.243
28404,0.889,0.831,0.382,0.707,0.080,0.648,0.852,0.115,0.175,0.437,15.758
28405,0.132,0.200,0.042,0.047,0.602,0.688,0.818,0.301,0.193,0.666,10.393
28406,0.811,0.112,0.082,0.558,0.423,0.706,0.160,0.001,0.685,0.388,14.654
28407,0.130,0.701,0.460,0.532,0.220,0.014,0.005,0.235,0.621,0.251,9.460
28408,0.668,0.892,0.768,0.854,0.654,0.872,0.294,0.612,0.631,0.938,22.650
28409,0.378,0.162,0.020,0.543,0.683,0.147,0.466,0.409,0.904,0.793,16.286
28410,0.441,0.293,0.408,0.583,0.019,0.152,0.351,0.394,0.441,0.043,10.716
28411,0.731,0.549,0.849,0.042,0.708,0.268,0.942,0.752,0.865,0.946,16.714
28412,0.633,0.793,0.794,0.479,0.867,0.997,0.698,0.158,0.691,0.911,20.861
28413,0.925,0.930,0.165,0.786,0.036,0.223,0.104,0.771,0.663,0.431,14.800
28414,0.811,0.105,0.717,0.348,0.286,0.664,0.826,0.846,0.389,0.073,8.374
28415,0.220,0.686,0.094,0.999,0.792,0.416,0.423,0.135,0.929,0.370,21.254
28416,0.654,0.674,0.825,0.177,0.570,0.011,0.054,0.785,0.334,0.183,16.770
28417,0.225,0.933,0.200,0.142,0.895,0.759,0.706,0.210,0.137,0.770,11.847
28418,0.836,0.703,0.700,0.399,0.557,0.248,0.158,0.083,0.014,0.179,18.064
28419,0.965,0.001,0.224,0.327,0.098,0.762,0.193,0.478,0.417,0.228,4.932
28420,0.399,0.685,0.349,0.175,0.021,0.411,0.484,0.704,0.390,0.484,9.743
28421,0.483,0.275,0.691,0.113,0.249,0.177,0.547,0.210,0.282,0.936,5.949
28422,0.611,0.182,0.193,0.247,0.032,0.366,0.549,0.775,0.707,0.908,9.942
28423,0.050,0.945,0.704,0.410,0.620,0.757,0.527,0.090,0.447,0.284,9.753
28424,0.890,0.049,0.132,0.146,0.325,0.289,0.290,0.514,0.841,0.940,6.457
28425,0.702,0.894,0.373,0.790,0.018,0.352,0.403,0.802,0.487,0.837,18.281
28426,0.632,0.021,0.505,0.988,0.263,0.953,0.067,0.316,0.493,0.040,11.520
28427,0.250,0.532,0.468,0.077,0.512,0.123,0.304,0.497,0.745,0.777,7.846
28428,0.467,0.175,0.083,0.133,0.078,0.782,0.192,0.812,0.569,0.096,6.932
28429,0.187,0.634,0.918,0.904,0.591,0.676,0.319,0.209,0.258,0.390,20.249
28430,0.149,0.440,0.954,0.795,0.735,0.437,0.331,0.704,0.493,0.511,17.909
28431,0.863,0.266,0.068,0.556,0.392,0.404,0.438,0.882,0.810,0.442,18.348
28432,0.957,0.219,0.173,0.240,0.555,0.048,0.088,0.339,0.871,0.338,13.401
28433,0.415,0.927,0.049,0.354,0.851,0.596,0.373,0.516,0.209,0.676,21.202
28434,0.595,0.781,0.415,0.333,0.237,0.828,0.505,0.823,0.033,0.290,15.376
28435,0.680,0.216,0.076,0.225,0.665,0.619,0.414,0.149,0.586,0.917,12.746
28436,0.625,0.489,0.755,0.823,0.379,0.771,0.175,0.613,0.495,0.305,19.895
28437,0.747,0.210,0.179,0.136,0.355,0.528,0.767,0.323,0.371,0.459,10.534
28438,0.007,0.422,0.349,0.398,0.752,0.603,0.199,0.572,0.088,0.296,9.365
28439,0.973,0.823,0.757,0.823,0.966,0.892,0.009,0.939,0.437,0.032,19.671
28440,0.562,0.799,0.627,0.132,0.955,0.988,0.278,0.958,0.174,0.250,16.936
28441,0.475,0.140,0.759,0.174,0.323,0.909,0.826,0.447,0.561,0.186,6.047
28442,0.253,0.632,0.403,0.579,0.191,0.686,0.992,0.738,0.949,0.127,13.582
28443,0.263,0.618,0.146,0.913,0.236,0.607,0.066,0.864,0.533,0.540,17.675
28444,0.709,0.462,0.065,0.264,0.836,0.924,0.220,0.193,0.016,0.772,19.245
28445,0.595,0.562,0.454,0.463,0.402,0.839,0.871,0.684,0.913,0.475,15.861
28446,0.032,0.987,0.974,0.252,0.210,0.384,0.634,0.109,0.250,0.009,8.762
28447,0.183,0.506,0.415,0.241,0.688,0.249,0.435,0.110,0.540,0.793,10.090
28448,0.407,0.599,0.285,0.277,0.015,0.964,0.091,0.354,0.972,0.117,10.418
28449,0.030,0.266,0.873,0.939,0.803,0.335,0.875,0.837,0.148,0.857,15.445
28450,0.648,0.484,0.408,0.628,0.820,0.836,0.608,0.204,0.765,0.219,17.336
28451,0.682,0.084,0.923,0.794,0.479,0.392,0.866,0.140,0.040,0.071,15.653
28452,0.879,0.513,0.622,0.872,0.881,0.064,0.570,0.985,0.226,0.914,21.465
28453,0.163,0.599,0.709,0.249,0.043,0.468,0.297,0.704,0.303,0.588,5.604
28454,0.378,0.408,0.674,0.547,0.486,0.289,0.624,0.499,0.337,0.485,12.273
28455,0.342,0.661,0.045,0.693,0.177,0.585,0.213,0.033,0.869,0.477,17.914
28456,0.665,0.347,0.430,0.353,0.148,0.626,0.018,0.885,0.024,0.064,12.881
28457,0.135,0.193,0.226,0.510,0.004,0.883,0.395,0.017,0.889,0.770,7.113
28458,0.389,0.615,0.530,0.693,0.292,0.001,0.250,0.293,0.761,0.058,16.402
28459,0.762,0.064,0.652,0.516,0.396,0.239,0.173,0.461,0.721,0.099,7.803
28460,0.728,0.214,0.502,0.126,0.625,0.962,0.447,0.789,0.450,0.495,9.108
28461,0.189,0.366,0.951,0.163,0.196,0.065,0.542,0.222,0.668,0.333,8.123
28462,0.463,0.611,0.237,0.255,0.140,0.164,0.228,0.363,0.556,0.782,12.721
28463,0.292,0.296,0.179,0.574,0.592,0.481,0.251,0.085,0.489,0.878,13.013
28464,0.716,0.008,0.009,0.259,0.552,0.313,0.371,0.133,0.198,0.850,10.352
28465,0.366,0.762,0.001,0.174,0.635,0.356,0.455,0.962,0.142,0.870,17.744
28466,0.712,0.337,0.299,0.746,0.535,0.984,0.480,0.668,0.034,0.985,16.997
28467,0.148,0.344,0.409,0.951,0.174,0.842,0.175,0.854,0.964,0.427,14.171
28468,0.834,0.062,0.425,0.981,0.763,0.055,0.351,0.530,0.105,0.696,15.717
28469,0.177,0.428,0.512,0.001,0.879,0.372,0.395,0.111,0.119,0.128,7.366
28470,0.253,0.625,0.758,0.955,0.805,0.171,0.933,0.934,0.108,0.742,19.522
28471,0.099,0.553,0.515,0.657,0.528,0.611,0.197,0.909,0.247,0.546,11.773
28472,0.811,0.290,0.958,0.992,0.977,0.125,0.470,0.879,0.830,0.004,25.194
28473,0.846,0.021,0.875,0.839,0.267,0.305,0.580,0.111,0.781,0.615,12.410
28474,0.083,0.846,0.901,0.253,0.783,0.887,0.584,0.761,0.189,0.701,12.150
28475,0.702,0.581,0.953,0.347,0.458,0.577,0.705,0.093,0.032,0.286,19.703
28476,0.623,0.428,0.599,0.532,0.466,0.574,0.316,0.415,0.968,0.483,15.933
28477,0.140,0.668,0.279,0.476,0.386,0.632,0.178,0.470,0.296,0.106,8.918
28478,0.347,0.324,0.449,0.919,0.798,0.629,0.632,0.478,0.499,0.374,15.513
28479,0.213,0.480,0.785,0.365,0.476,0.257,0.872,0.549,0.650,0.733,10.187
28480,0.734,0.516,0.404,0.987,0.748,0.937,0.638,0.340,0.921,0.874,25.701
28481,0.221,0.679,0.255,0.960,0.053,0.085,0.371,0.282,0.950,0.573,15.874
28482,0.174,0.490,0.904,0.873,0.356,0.496,0.164,0.443,0.920,0.305,15.403
28483,0.938,0.116,0.585,0.881,0.987,0.384,0.738,0.085,0.409,0.858,17.626
28484,0.204,0.837,0.315,0.814,0.188,0.401,0.881,0.666,0.031,0.507,16.316
28485,0.764,0.636,0.185,0.835,0.568,0.148,0.629,0.362,0.879,0.282,23.279
28486,0.933,0.854,0.728,0.949,0.627,0.883,0.843,0.896,0.981,0.352,20.141
28487,0.634,0.584,0.157,0.159,0.760,0.894,0.494,0.667,0.157,0.062,16.759
28488,0.786,0.950,0.393,0.313,0.618,0.556,0.672,0.257,0.138,0.125,13.931
28489,0.509,0.247,0.333,0.741,0.600,0.377,0.953,0.157,0.994,0.309,14.459
28490,0.711,0.592,0.258,0.289,0.796,0.560,0.196,0.381,0.216,0.784,16.997
28491,0.932,0.561,0.923,0.802,0.085,0.355,0.373,0.328,0.921,0.854,21.472
28492,0.385,0.012,0.895,0.738,0.634,0.615,0.968,0.602,0.186,0.343,15.561
28493,0.503,0.263,0.157,0.651,0.319,0.476,0.537,0.472,0.762,0.548,15.479
28494,0.204,0.823,0.379,0.051,0.308,0.446,0.571,0.080,0.328,0.660,7.375
28495,0.402,0.001,0.378,0.331,0.489,0.483,0.792,0.916,0.226,0.938,7.541
28496,0.076,0.872,0.432,0.628,0.009,0.225,0.009,0.942,0.503,0.426,8.649
28497,0.228,0.313,0.668,0.040,0.368,0.289,0.143,0.851,0.287,0.672,5.787
28498,0.317,0.951,0.567,0.534,0.136,0.322,0.666,0.168,0.431,0.588,15.996
28499,0.239,0.558,0.034,0.571,0.042,0.804,0.352,0.850,0.741,0.945,13.793
28500,0.198,0.506,0.952,0.523,0.603,0.931,0.591,0.993,0.994,0.373,15.836
28501,0.704,0.193,0.676,0.468,0.384,0.610,0.548,0.078,0.866,0.942,10.771
28502,0.874,0.883,0.108,0.117,0.059,0.562,0.988,0.216,0.529,0.197,11.826
28503,0.237,0.605,0.894,0.036,0.887,0.175,0.847,0.531,0.111,0.428,12.802
28504,0.481,0.617,0.939,0.605,0.773,0.204,0.792,0.032,0.590,0.623,21.645
28505,0.194,0.236,0.041,0.392,0.242,0.983,0.929,0.697,0.845,0.043,10.786
28506,0.023,0.626,0.556,0.148,0.141,0.135,0.508,0.212,0.404,0.080,5.744
28507,0.548,0.932,0.542,0.090,0.167,0.033,0.975,0.789,0.035,0.909,11.910
28508,0.018,0.076,0.638,0.626,0.842,0.372,0.569,0.806,0.411,0.305,11.000
28509,0.341,0.229,0.403,0.250,0.781,0.892,0.320,0.700,0.646,0.126,9.865
28510,0.287,0.060,0.264,0.056,0.088,0.677,0.300,0.494,0.731,0.771,3.782
28511,0.164,0.406,0.389,0.318,0.015,0.860,0.902,0.450,0.950,0.973,4.466
28512,0.303,0.443,0.578,0.086,0.297,0.701,0.781,0.329,0.261,0.803,6.874
28513,0.893,0.060,0.093,0.068,0.857,0.892,0.801,0.594,0.494,0.512,8.533
28514,0.852,0.694,0.066,0.634,0.440,0.851,0.155,0.497,0.725,0.128,22.363
28515,0.378,0.160,0.051,0.371,0.071,0.717,0.843,0.586,0.268,0.555,10.903
28516,0.935,0.022,0.699,1.000,0.494,0.225,0.996,0.160,0.566,0.955,14.196
28517,0.273,0.288,0.148,0.050,0.500,0.451,0.424,0.022,0.177,0.480,7.931
28518,0.587,0.884,0.586,0.367,0.696,0.958,0.761,0.653,0.713,0.806,18.097
28519,0.874,0.730,0.622,0.423,0.017,0.511,0.022,0.610,0.836,0.688,12.745
28520,0.082,0.522,0.372,0.528,0.024,0.749,0.878,0.256,0.415,0.467,4.932
28521,0.838,0.909,0.626,0.469,0.055,0.324,0.879,0.494,0.373,0.307,12.102
28522,0.747,0.744,0.904,0.470,0.425,0.698,0.986,0.133,0.183,0.683,19.442
28523,0.134,0.558,0.580,0.757,0.237,0.161,0.662,0.249,0.134,0.719,11.217
28524,0.154,0.867,0.673,0.547,0.277,0.899,0.322,0.339,0.850,0.873,13.243
28525,0.483,0.319,0.007,0.390,0.837,0.919,0.440,0.813,0.340,0.365,18.362
28526,0.129,0.968,0.877,0.503,0.972,0.027,0.350,0.229,0.723,0.096,15.355
