id,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,goal
12966,-213,-12,0.14,0.08,0.98,-0.8,-20,10,0.013,-0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0018
12967,115,-13,0.10,0.12,0.65,0.2,-19,6,-0.012,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.8,0.028,-0.0015
12968,135,-8,-0.08,0.16,0.64,0.1,-19,2,0.002,-0.1,0.030,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0016
12969,56,-2,-0.05,0.29,0.80,-0.2,-19,-15,0.000,0.3,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.031,-0.0015
12970,86,-5,0.06,0.15,0.66,-0.2,-19,3,0.001,-0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0016
12971,-118,-1,-0.18,0.24,0.90,-0.5,-19,-6,-0.004,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0013
12972,-181,-12,-0.01,0.17,0.92,-1.0,-20,1,0.011,0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0012
12973,-131,-20,0.34,0.17,0.87,-0.6,-19,1,0.011,-0.2,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0019
12974,-122,-22,0.43,0.10,0.85,-0.2,-19,1,0.009,0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0020
12975,-93,-23,0.48,0.10,0.79,0.2,-19,7,0.004,0.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.7,0.026,-0.0021
12976,-93,-26,-0.07,0.20,0.84,0.6,-18,-3,-0.033,-0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0012
12977,-151,-30,-0.47,0.06,0.87,-0.3,-19,-1,0.015,2.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.7,0.026,-0.0010
12978,-23,-33,0.16,0.17,0.75,-0.8,-20,-1,0.023,0.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0015
12979,-18,-34,0.47,0.21,0.74,-0.3,-19,-2,0.008,-0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.027,-0.0014
12980,-76,-35,0.40,0.21,0.82,0.3,-19,-7,-0.007,0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.8,0.027,-0.0016
12981,-130,-36,0.37,0.22,0.87,0.7,-18,-6,-0.004,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0015
12982,-237,-43,0.20,-0.11,0.89,1.2,-18,7,-0.007,4.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0010
12983,112,-25,-0.64,0.02,0.99,0.4,-13,5,0.003,-0.1,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.1,0.040,-0.0014
12984,289,-12,-0.32,0.06,0.76,-1.5,-14,4,0.012,-0.2,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.041,0.041,0.039,0.039,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.000,1.1,0.039,-0.0012
12985,166,-2,-0.01,0.30,1.00,-1.9,-15,-13,0.015,-0.8,0.040,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.2,0.044,-0.0013
12986,-18,1,0.20,0.14,1.20,-1.8,-15,-14,0.014,0.5,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,1.2,0.040,-0.0016
12987,-94,-2,0.08,0.17,1.21,-0.2,-13,-7,-0.008,-0.2,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.1,0.040,-0.0015
12988,-310,-20,-0.14,0.14,1.42,-0.5,-13,-5,-0.003,-0.2,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.1,0.038,-0.0010
12989,-167,-41,0.24,0.01,1.16,-0.7,-14,7,0.014,0.0,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.034,-0.0014
12990,-17,-45,0.27,0.07,1.00,0.8,-12,1,-0.008,-0.2,0.034,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.035,-0.0016
12991,136,-44,-0.12,-0.02,0.77,1.1,-12,7,-0.014,0.0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.032,-0.0015
12992,257,-36,-0.34,0.09,0.67,0.6,-12,0,-0.008,-0.8,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.034,-0.0013
12993,287,-19,-0.35,0.09,0.62,-1.0,-14,1,0.004,-0.1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.033,-0.0010
12994,235,-4,0.00,0.15,0.69,-1.7,-15,-5,0.015,0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.034,-0.0011
12995,208,-2,0.09,0.17,0.72,-1.6,-15,-6,0.015,-0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.034,-0.0013
12996,130,3,0.27,0.18,0.81,-1.4,-14,-7,0.010,-0.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.034,0.034,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.034,-0.0012
12997,-146,3,0.29,0.21,1.12,-0.6,-13,-11,0.000,-0.2,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0,0.035,-0.0011
12998,-334,-12,0.31,0.12,1.26,0.4,-13,-1,0.001,-0.9,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.032,-0.0014
12999,-37,-43,-0.33,0.03,0.87,0.7,-12,4,-0.008,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.029,-0.0010
13000,-72,-43,-0.19,0.15,0.95,-0.7,-14,-6,0.011,-0.3,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.9,0.031,-0.0008
13001,-155,-52,0.35,0.08,1.00,-0.5,-13,-1,0.016,0.1,0.028,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.030,-0.0007
13002,-156,-54,0.47,0.09,1.00,-0.2,-13,-1,0.014,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.030,0.030,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.8,0.030,-0.0014
13003,-53,-58,0.67,0.03,0.82,1.0,-12,11,0.000,-1.2,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.028,0.028,0.028,0.028,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0017
13004,-47,-59,0.41,0.08,0.89,1.7,-11,-6,-0.022,0.2,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.030,-0.0018
13005,-102,-64,-0.63,0.04,0.90,1.3,-12,3,-0.030,-0.6,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.028,-0.0004
13006,8,-67,-0.72,-0.09,0.74,-1.2,-14,10,0.042,1.5,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.8,0.026,-0.0003
13007,172,-65,-0.14,-0.03,0.56,-1.8,-15,11,0.041,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.7,0.026,-0.0006
13008,249,-60,0.36,0.04,0.51,-1.6,-15,4,0.039,0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0011
13009,106,-49,0.72,0.19,0.73,0.4,-13,-12,-0.005,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.029,0.029,0.030,0.030,0.030,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.8,0.030,-0.0017
13010,52,-47,0.25,0.06,0.73,1.9,-11,-5,-0.036,0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.028,-0.0011
13011,64,-44,-0.33,0.04,0.68,1.2,-12,2,-0.003,0.0,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0010
13012,-11,-40,-0.18,0.03,0.74,-0.4,-13,4,0.008,0.7,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0012
13013,23,-40,-0.08,0.09,0.72,-0.6,-13,1,-0.003,-0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.027,-0.0007
13014,-48,-40,0.17,0.05,0.79,-0.7,-14,-3,0.018,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.026,-0.0011
13015,-24,-41,0.34,0.07,0.74,-0.5,-13,3,0.016,-0.6,0.025,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0012
13016,-19,-41,0.38,0.08,0.74,-0.4,-13,2,0.016,-0.6,0.025,0.025,0.025,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0011
13017,-21,-42,0.37,-0.08,0.73,0.3,-13,2,-0.008,1.7,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0015
13018,266,-36,-0.14,-0.07,0.38,1.0,-12,15,-0.026,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0014
13019,294,-35,-0.19,-0.06,0.36,0.9,-12,14,-0.026,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0015
13020,319,-34,-0.24,-0.06,0.34,0.9,-12,13,-0.026,-0.5,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0011
13021,419,-29,-0.43,-0.07,0.23,0.6,-12,13,-0.024,0.1,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.7,0.023,-0.0010
13022,531,-16,-0.52,0.07,0.19,-0.3,-13,-4,0.006,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.7,0.025,-0.0009
13023,518,-10,-0.47,0.15,0.21,-0.6,-13,-4,0.009,-0.7,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.000,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.026,-0.0008
13024,115,19,0.34,-0.04,0.58,-1.0,-14,-2,0.015,2.8,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0012
13025,146,23,0.52,0.07,0.55,-0.4,-13,-1,0.011,0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0014
13026,-191,25,-0.10,0.21,0.94,0.7,-12,-15,-0.022,-0.2,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0013
13027,-275,22,-0.23,0.20,1.02,0.6,-12,-15,-0.021,0.1,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.8,0.027,-0.0010
13028,-386,7,-0.42,0.06,1.05,-0.4,-13,2,0.005,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0008
13029,78,-14,0.37,0.00,0.56,-0.8,-14,8,0.011,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0011
13030,240,-8,0.44,0.06,0.42,0.4,-13,2,-0.011,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0014
13031,120,8,-0.30,0.13,0.57,0.9,-12,-8,-0.022,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.025,-0.0009
13032,-24,10,-0.57,0.07,0.69,-0.2,-13,-4,0.008,0.8,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0008
13033,-62,6,0.12,0.10,0.71,-1.5,-14,-2,0.016,-0.1,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.023,-0.0010
13034,-137,2,0.34,0.12,0.80,-0.6,-14,-6,-0.002,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0011
13035,-209,-28,-0.14,0.03,0.82,0.6,-12,3,-0.010,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0006
13036,54,-35,0.23,-0.02,0.54,0.2,-13,8,0.016,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0012
13037,183,-18,-0.16,0.17,0.48,1.6,-11,-8,-0.018,-1.5,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.7,0.023,-0.0007
13038,-285,-21,-0.10,0.19,0.94,0.5,-12,-14,0.015,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0006
13039,-435,-43,0.34,-0.04,0.97,0.9,-12,14,0.013,-0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0014
13040,-218,-57,0.09,0.08,0.84,2.2,-11,-6,-0.030,0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0007
13041,164,-69,-0.26,-0.14,0.36,0.9,-12,21,0.014,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
13042,522,-59,-0.04,-0.11,0.03,0.6,-12,19,0.008,-0.5,0.020,0.020,0.020,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
13043,468,1,0.12,0.14,0.19,1.1,-12,-9,0.000,-0.1,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0010
13044,-298,14,-0.27,0.17,0.91,0.6,-12,-12,-0.005,0.0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0009
13045,-385,9,-0.30,0.17,0.99,0.4,-13,-12,-0.004,0.0,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,-0.002,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0008
13046,-429,-17,-0.17,-0.04,0.94,-0.5,-13,11,0.008,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
13047,-256,-27,0.02,-0.05,0.78,-0.7,-14,11,0.017,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.020,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.5,0.019,-0.0005
